record_id,institution_id,department,course_id,faculty_id,semester,course_level,class_size,attendance_rate,student_engagement_score,lms_login_frequency,learning_material_views,assignment_submission_rate,assignment_average_score,quiz_average_score,midterm_exam_score,final_exam_score,course_completion_rate,discussion_forum_activity,student_question_count,faculty_response_time_hr,feedback_submission_rate,course_evaluation_score,teaching_material_quality,lecture_delivery_score,interactive_teaching_score,practical_session_score,assessment_fairness_score,curriculum_coverage_pct,technology_usage_score,student_satisfaction_score,faculty_experience_years,faculty_training_hours,peer_review_score,classroom_interaction_rate,academic_support_sessions,learning_outcome_achievement,instructional_effectiveness_score,overall_teaching_index,teaching_quality_level
7969,INST_12,Biotechnology,COURSE_069,FAC_0525,Semester 3,Undergraduate,91,97.78,42.55,119,34,82.18,44.88,94.21,89.73,32.76,48.6,224,30,2.24,97.3,4.54,87.31,62.52,45.73,78.92,93.43,80.48,31.79,36.89,8,37.42,1.41,82.68,37,45.52,40.08,81.3,Average
8141,INST_14,Chemistry,COURSE_085,FAC_0219,Semester 3,Undergraduate,136,74.92,46.8,50,366,65.88,36.7,79.57,52.85,77.5,52.05,222,43,43.87,52,2.9,88.58,67.41,99.8,79.98,83.57,83.49,88.15,88.37,20,101.28,4.83,26.13,48,79.54,84.74,57.41,Average
4242,INST_11,Computer Science,COURSE_069,FAC_0195,Semester 2,Postgraduate,78,68.08,51.07,73,52,89.8,39.27,87.08,63.51,53.36,47.02,205,66,17.91,50.6,2.31,62.91,75.79,94.29,35.68,80.74,72.72,74.01,83.08,27,11.9,3.15,39.89,27,48.09,63.22,78.37,Average
5425,INST_04,Civil Engineering,COURSE_066,FAC_0495,Semester 1,Doctoral,106,63.99,41.18,76,396,55.55,99.18,33.92,64.04,28.94,63.58,33,21,14.94,38.71,4.44,74.13,90.83,60.99,92.48,70.45,91.16,66.87,98.5,19,55.78,4.61,56.42,26,87.02,96.07,46.98,Average
7365,INST_11,Electronics,COURSE_121,FAC_0021,Semester 1,Undergraduate,128,58.78,65.8,5,383,82.87,50.91,74.1,42.65,75.21,98.67,149,24,22.49,73.25,1.46,87.92,78.9,37.58,79.51,75.06,65.12,41.68,96.52,19,87.13,2.26,91.45,19,42.91,86.9,39.57,Average
7746,INST_01,Business Administration,COURSE_170,FAC_0003,Semester 1,Postgraduate,72,88.97,55.9,104,439,77.03,54.35,79.76,93.81,76.15,95.71,136,36,55.64,69.95,1.24,94.07,57.84,87.18,45.26,99.38,65.41,59.27,90.24,18,42.14,2.11,94.27,27,63.78,56.3,96.95,Average
6499,INST_08,Chemistry,COURSE_060,FAC_0593,Semester 1,Undergraduate,99,82.3,73.29,124,203,60.37,68.2,94.01,74.83,27.82,42.5,151,2,19.08,92.29,1.53,98.59,67.68,37.63,91.5,62.57,76.58,59.02,59.7,32,84.22,4.69,99.24,30,80.63,52.36,38.43,Average
12292,INST_08,Biotechnology,COURSE_166,FAC_0379,Semester 2,Undergraduate,57,71.9,37.63,25,254,60.37,42.61,40.25,45.22,43.33,59.16,23,29,22.36,95.64,2.62,49.44,47.22,98.84,68.31,95.29,89.17,93.22,78.8,22,50.82,1.03,55.62,42,88.32,66.21,81.06,Average
4081,INST_03,Electronics,COURSE_151,FAC_0093,Semester 3,Undergraduate,60,98.23,77.81,103,362,48.91,35.05,55.6,62.83,65.04,43.07,63,20,50.13,61.84,1.95,57.48,92.27,84.75,44.13,58.89,73.53,34.17,59.79,3,44.89,2.55,36.44,8,86.87,85.8,77.19,Average
804,INST_15,Economics,COURSE_125,FAC_0233,Semester 2,Doctoral,128,87.82,53.4,105,486,88.34,97.46,46.07,94.23,56.03,61.66,107,10,41.93,41.48,3.83,85.2,84.28,66.32,40.7,60.98,90.52,68.23,41.43,13,36.31,2.08,80.5,26,94.38,61.76,41.12,Average
1551,INST_14,Business Administration,COURSE_055,FAC_0274,Semester 4,Doctoral,51,98.05,42.81,54,368,47.48,55.12,78.91,25.69,78.07,42.32,129,15,47.34,44.26,3.9,90,84.29,78.29,92.96,94.07,89.8,95.39,60.79,9,94.15,1.93,63.33,45,57.61,70.7,58.29,Average
1010,INST_06,Electrical Engineering,COURSE_149,FAC_0541,Semester 4,Undergraduate,94,73.99,71.67,61,118,83.53,67.59,43.88,43.72,28.9,92.56,255,74,70.22,48.9,4.68,64.4,69.26,76.94,46.34,44.75,83.61,75.43,97.69,19,23.36,1.21,65.38,27,48.93,43.88,92.81,Average
14961,INST_06,Economics,COURSE_070,FAC_0005,Semester 1,Postgraduate,82,88.15,50.58,13,129,56.89,73.62,36.67,92.02,35.46,44,79,33,2.61,94.84,1.98,64.53,90.74,85.92,61.91,83.23,84.7,76.31,50.59,23,34.59,1.17,25.76,17,80.91,43.57,53.95,Average
8678,INST_19,Chemistry,COURSE_074,FAC_0219,Semester 1,Doctoral,21,71.57,65.87,45,311,61.74,77.74,56.93,73.57,98.89,89.76,239,3,54.26,73.57,2.83,89.35,54.75,81.4,63.14,44.91,87.85,48.92,36.24,27,52.68,2.49,21.52,49,45.57,97.13,42.03,Average
2738,INST_09,Mechanical Engineering,COURSE_189,FAC_0580,Semester 1,Postgraduate,151,61.11,40.3,112,329,96.39,55.96,62.93,56.22,76.93,54.55,31,46,71.47,41.43,1.89,45.61,59.37,62.27,82.58,99.07,92.17,88.45,30.62,28,89.53,3.6,32.03,36,86.2,55.65,51.23,Average
6248,INST_20,Physics,COURSE_006,FAC_0092,Semester 3,Postgraduate,44,68.85,52.59,87,43,69,67.48,53.13,93.73,38.72,67.24,225,58,67.17,60.2,4.12,65.8,98.2,75.05,90.38,96.03,85.35,84.01,56.35,12,8.73,1.74,55.05,2,52.76,76.03,63.78,Average
5096,INST_15,Biotechnology,COURSE_138,FAC_0444,Semester 3,Undergraduate,74,70.79,44.44,83,103,65.51,82.26,80.17,44.34,82.9,60.68,174,0,41.46,22.1,1.1,40.42,81.11,90.18,94.93,52.17,69.42,96.46,65.97,20,43.47,1.47,78.03,41,94.19,75.96,75.22,Good
649,INST_01,Economics,COURSE_117,FAC_0194,Semester 2,Undergraduate,143,71.66,52.56,54,388,97.17,69.68,81.45,72.42,99.53,80.48,206,51,46.56,43.86,1.97,84.05,67.23,36.31,31.3,57.39,62.02,40.4,32.24,17,109.88,4.03,90.91,22,61.56,39.1,86.83,Average
8811,INST_16,Chemistry,COURSE_083,FAC_0586,Semester 1,Doctoral,164,80.39,46.58,128,172,79.62,96.92,67,80.41,57.85,74.21,258,78,48.28,87.83,2.06,71.3,48.96,58.24,50.66,95.55,99.65,29.41,97.92,22,29.4,4.83,99.19,24,50.82,46.97,55.07,Average
2863,INST_05,Physics,COURSE_058,FAC_0179,Semester 4,Undergraduate,26,57.34,35.91,142,373,70.26,76.31,88.02,75.78,76.11,94.17,212,44,1.66,88.99,2.09,93.43,52.11,49.94,65.34,80.22,96.1,64.15,99.93,15,95.2,3.27,49.53,47,42.18,88.9,59.9,Good
4976,INST_17,Economics,COURSE_163,FAC_0257,Semester 3,Postgraduate,179,90,79.96,138,151,59.83,51.31,92.97,73.16,53.62,47.26,122,34,50.47,63.62,4.34,55.82,87.58,77.61,77.67,71.7,76.82,32.16,34.67,8,18.96,2.7,44.91,25,57.18,62.24,71.36,Good
7135,INST_06,Economics,COURSE_140,FAC_0108,Semester 2,Postgraduate,41,90.48,39.49,76,409,65.36,47.84,43.16,70.7,60.42,69.31,275,71,59.3,89.27,1.58,47.74,56.48,90.98,91.57,98.88,71.24,99.09,95.44,7,49.87,3.66,55.83,33,57.27,80.16,62.07,Average
13265,INST_03,Information Technology,COURSE_021,FAC_0154,Semester 1,Doctoral,36,98.29,41.82,128,193,47.49,50.26,67.06,97.23,88.54,83.93,233,69,65.4,41.98,4.67,76.4,51.15,59.9,89.77,99.3,64.85,39.29,66.46,34,33.17,4.7,84.78,49,93.81,70.82,75.46,Average
7812,INST_09,Business Administration,COURSE_042,FAC_0194,Semester 1,Undergraduate,64,66.71,94.13,128,41,68.46,30.51,52.43,38.72,91.48,99.77,58,23,37.59,84.28,4.87,86.75,72.36,38.05,50.03,91.77,62.4,25.79,78.25,15,89.13,3.34,74.97,47,41.74,69.12,35.6,Good
551,INST_06,Business Administration,COURSE_038,FAC_0442,Semester 4,Postgraduate,61,63.64,84.03,21,495,55.91,31.47,42.6,26.58,68.13,79.02,251,54,3.98,37.21,3.2,55.05,66.1,75.92,95.67,56.44,98.93,86.07,52.11,25,75.18,2.82,85.54,25,97.87,39.87,61.17,Average
11229,INST_13,Chemistry,COURSE_125,FAC_0461,Semester 3,Postgraduate,47,96.95,70.66,93,281,45.84,76.08,49.69,41.59,69.39,95.62,123,43,54.74,92.83,2.97,62.37,68.16,59.99,48.29,41.84,79.84,24.78,31.47,35,104.18,2.2,23.24,11,47.97,51.11,30.16,Average
5618,INST_05,Electronics,COURSE_125,FAC_0087,Semester 2,Doctoral,29,79.52,75.77,118,118,75.23,42.9,35.27,81.7,29.13,61.22,165,67,13.56,51.66,3.97,87.29,50.22,48.6,83.82,73.55,82.49,70.52,37.75,25,86.92,1.18,73.95,29,46.68,39.75,30.85,Poor
7758,INST_05,Mechanical Engineering,COURSE_055,FAC_0490,Semester 4,Undergraduate,26,98.14,73.78,129,270,47.54,55.08,64.75,76.19,58.86,87.37,158,48,15.9,37.51,4.62,70.03,89.77,58.4,86.03,60.23,99.61,35.62,66.11,23,11.78,4.51,68.74,32,61.48,48.56,31.18,Average
14291,INST_20,Electrical Engineering,COURSE_023,FAC_0242,Semester 2,Postgraduate,81,97.7,73.13,9,333,87.73,36.19,45.12,62.2,87.95,50.35,97,66,69.48,46.44,3.08,65.96,42.57,51.65,84.54,93.58,67.51,44.6,98.75,17,62.05,2.95,81.08,37,91.61,37.93,43.69,Average
212,INST_01,Mathematics,COURSE_169,FAC_0560,Semester 2,Undergraduate,21,86.01,69.53,131,373,78.78,52.79,45.85,84.01,28.31,65.21,122,14,6.12,37.25,4.06,67.71,91.49,68.12,57.52,79.22,65.52,70.45,32.89,30,114.19,3.97,21.95,46,47.91,94.21,99.65,Good
12533,INST_17,Information Technology,COURSE_084,FAC_0117,Semester 3,Undergraduate,34,58.14,95.25,76,319,70.73,41.06,86.58,54.21,87.42,51,63,60,50.9,63.88,2.33,44.92,72.5,66.04,89.35,46.8,88.07,96.55,60.09,5,101.8,1.98,42.4,29,82.82,38.35,68.09,Average
11625,INST_19,Chemistry,COURSE_188,FAC_0423,Semester 4,Doctoral,155,68.87,81.23,99,119,61.43,61.61,40.35,70.61,37.73,49.24,224,47,64.33,95.93,2.1,54.87,63.56,74.29,89.34,75.02,97.38,41.15,48.02,29,66.02,3.44,88.99,14,46.03,77.43,44.02,Average
1782,INST_01,Business Administration,COURSE_057,FAC_0109,Semester 2,Undergraduate,30,88.94,71.31,115,480,81.07,91.24,66.34,44.99,67.49,44.01,198,48,26.82,61.15,4.56,79.18,53.37,93.88,37.9,52.39,61.53,91.11,61.87,29,102,4.72,90.75,25,90.33,58.55,65.48,Good
10943,INST_10,Physics,COURSE_143,FAC_0512,Semester 2,Doctoral,132,57.87,85.87,43,162,84.22,65.28,40.04,76.58,83.49,62.87,276,44,7.1,45.69,1.62,89.67,92.44,47.69,42.63,49.31,84.05,73.01,84.29,18,74.91,2.79,96.15,13,95.14,90.3,32.1,Good
3544,INST_07,Mathematics,COURSE_102,FAC_0082,Semester 4,Doctoral,95,89.46,66.64,55,116,93.87,39.98,72,56.77,81.12,74.49,89,63,65.38,49.45,4.5,48.94,64.59,83.23,91.44,41.57,98.84,94.05,33.23,17,70.45,2.83,60.73,16,43.53,74.63,50.39,Good
7478,INST_20,Electrical Engineering,COURSE_057,FAC_0320,Semester 3,Undergraduate,38,86.17,74.4,47,355,52.05,61.43,34.63,84.58,26.07,70.85,189,70,47.93,89.45,3.63,52.39,69.71,94.19,87.6,96.86,76.75,96.16,59.69,12,60.04,2.29,57.7,17,90.39,47.14,69.61,Average
1439,INST_04,Computer Science,COURSE_186,FAC_0382,Semester 2,Postgraduate,81,79.38,55.62,6,209,52.09,87.43,67.27,83.55,73.35,67.26,50,36,15.46,94.25,1.34,43.55,54.69,67.36,80.09,99.66,84.57,53.92,99.42,27,27.56,3.45,74.78,19,92.09,49.09,64.99,Average
2516,INST_02,Civil Engineering,COURSE_189,FAC_0145,Semester 2,Doctoral,114,93.75,90.26,26,96,48.43,91.81,49.91,41.24,48.01,99.75,287,41,32.92,47.31,1.86,41.81,51.35,49.61,63.6,43.51,70.8,72.21,68.75,33,90.91,1.72,61.57,0,54.29,85.14,47.11,Good
2869,INST_15,Civil Engineering,COURSE_090,FAC_0455,Semester 4,Undergraduate,104,55.69,68.52,29,12,76.36,70.51,58.37,63.96,86.63,61.09,10,25,49.4,46.28,4.88,83.02,57.91,46.43,55.4,99.23,73.72,78.6,89.48,2,27.77,1.71,95.63,18,55.2,72.53,50.85,Good
2435,INST_03,Electrical Engineering,COURSE_164,FAC_0418,Semester 2,Doctoral,58,95.77,79.32,145,202,99.57,97.02,58.13,35.76,48.09,60.12,217,22,43.81,31.11,2.22,63.55,80.28,78.72,66.49,85.96,68.54,26.84,76.01,9,22.11,1.52,84.48,6,54.65,75.13,91.7,Excellent
5046,INST_14,Economics,COURSE_016,FAC_0057,Semester 4,Undergraduate,23,76.39,69.7,48,394,50.4,88.55,56.25,36.41,25.96,94.65,157,59,44.77,93.21,2.07,45.3,83.14,58.83,33.83,82.92,62.91,89.73,99.89,6,42.55,4.76,45.96,22,57.92,93.46,83.19,Average
4793,INST_16,Economics,COURSE_129,FAC_0593,Semester 1,Postgraduate,138,78.47,81.29,22,493,84.69,43.24,99.99,73.74,93.57,87.49,211,76,60.1,54.31,2.62,68.64,94.53,43.47,54.86,98.42,64.58,91.98,52.28,11,66.4,4.76,42.3,11,60.66,49.45,44.13,Good
10874,INST_02,Mechanical Engineering,COURSE_151,FAC_0368,Semester 1,Undergraduate,164,80.07,83.45,73,325,83.1,58.62,73.47,92.48,57.73,74.95,83,71,57.03,99.22,4.71,74.92,48.49,50.59,89,90.2,93.23,27.56,40.42,27,65.63,2.38,94.06,19,70.05,73.28,99.11,Average
9266,INST_13,Electronics,COURSE_047,FAC_0244,Semester 3,Doctoral,93,94.95,60.95,108,214,64.53,46.93,55.76,84.22,48.01,68.49,286,41,2.97,82.16,3.23,43.89,60.77,47.79,77.55,65.81,65.34,33.34,31.63,21,46.03,2.1,67.78,15,72.83,58.64,35.81,Poor
9486,INST_02,Biotechnology,COURSE_059,FAC_0124,Semester 3,Undergraduate,59,92.74,55.77,64,344,51.13,72.42,39.63,39.76,51.03,87.84,16,4,20.08,31.26,1.15,54.24,55.41,83.08,93.45,61.56,78.49,56.53,75.59,27,55.18,4.91,30.12,26,59.71,86.07,53.36,Average
1315,INST_07,Computer Science,COURSE_191,FAC_0375,Semester 3,Postgraduate,110,87.88,82.23,124,331,67.3,46.43,82.36,67.75,50.6,46.79,289,13,32.89,35.51,2.19,99.13,84.8,63.64,42.1,47.97,75.92,34.26,88.76,2,23.83,4.38,89.77,40,83.27,80.48,93.73,Good
14856,INST_09,Civil Engineering,COURSE_145,FAC_0530,Semester 1,Undergraduate,68,59.4,70.11,43,47,97.36,36.42,55.45,36.92,36.63,57.59,0,21,38.36,56.93,2.1,72.03,87.57,80.41,73.98,60.08,63.21,51.94,83.04,11,76.31,4.07,35.97,40,49.38,35.6,97.62,Average
6516,INST_13,Biotechnology,COURSE_043,FAC_0086,Semester 2,Doctoral,141,69.81,36.8,124,19,72.77,85.37,96.32,91.05,28.57,70.37,149,53,9.34,71.42,1.18,68.48,66.65,93.54,34.9,67.52,81,91.86,37.6,8,52.14,2.89,76.2,3,78.91,53.82,78.69,Average
12743,INST_05,Electronics,COURSE_113,FAC_0161,Semester 4,Doctoral,42,64.17,40.86,97,136,61.52,94.52,59.18,80.3,53.74,48.46,214,62,7.26,75.88,2.87,64,97.64,41.23,32.26,74.3,98.01,72.65,74.16,15,32.53,1.96,58.18,5,49.4,37.91,97.95,Good
3980,INST_10,Mechanical Engineering,COURSE_143,FAC_0461,Semester 3,Postgraduate,101,56.78,47.63,8,428,97.19,91.54,95.77,25.58,85.94,55.03,99,74,61.87,61.99,1.42,64.67,67.59,80.06,41.33,75.35,70.69,52.57,75.53,20,7.89,2.27,40.63,4,66.1,73.47,35.72,Average
13,INST_02,Civil Engineering,COURSE_135,FAC_0507,Semester 3,Undergraduate,146,78.8,91.21,133,190,63.83,90.03,89.03,61.42,34.94,43.19,84,7,48.96,71.14,2.26,51.13,89.32,87.43,86.62,93.93,61.48,43.46,38.78,19,111.89,1.69,93.23,42,55.65,94.24,53.9,Good
6511,INST_11,Physics,COURSE_169,FAC_0368,Semester 4,Postgraduate,48,67.53,99.22,147,231,53.65,50.43,83.65,60.16,58.5,45.52,91,7,35.43,52.28,1.89,52.69,59.92,94.35,96.6,57.41,90.68,51.53,68.05,4,90.23,4.96,85.66,8,52.62,53.05,63.13,Good
819,INST_19,Information Technology,COURSE_049,FAC_0477,Semester 4,Postgraduate,41,59.26,77.79,33,286,99.07,70.79,54.72,86.28,50.66,85.76,253,65,61.53,77.7,3.9,79.96,63.99,77.07,34.03,70.59,68.48,54.05,48.12,19,40.78,3.16,71.85,7,72.33,82.79,74.87,Average
2785,INST_20,Computer Science,COURSE_085,FAC_0227,Semester 4,Postgraduate,60,90.87,85.29,130,84,92.35,90.79,85.3,34.78,71.32,44.47,85,37,38.22,50.81,4.12,57.98,89.46,56.11,69.52,65.87,70.61,59.79,41.49,28,67.44,2.94,90.14,37,40.86,85.97,97.41,Excellent
10994,INST_02,Mechanical Engineering,COURSE_004,FAC_0003,Semester 3,Postgraduate,162,59.86,35.42,33,131,69.4,71.36,39.32,78.57,69.31,81.46,276,50,0.74,46.31,2.6,73.8,70,88.06,32.31,87.43,63.71,87.89,46.81,25,111.15,3.42,99.7,17,67.31,79.35,66.72,Poor
12982,INST_07,Electrical Engineering,COURSE_069,FAC_0309,Semester 2,Undergraduate,83,70.37,38.31,142,195,52.78,51.96,42.07,53.9,92.01,60.23,19,51,68.15,35.08,2.94,78.28,46.05,54.43,70.16,51.27,85.36,58.45,74.05,20,26.74,3.4,93.7,6,54.41,57.49,46.22,Poor
454,INST_03,Business Administration,COURSE_085,FAC_0122,Semester 1,Undergraduate,37,74.46,80.29,68,497,69.01,37.12,68.69,27.38,92.55,45.58,252,35,70.08,74.74,2.2,68.8,53.09,59.07,50.92,99.83,89.53,80.15,59.3,21,20.53,2.58,94.84,10,68.23,72.61,94.98,Good
1050,INST_10,Information Technology,COURSE_103,FAC_0563,Semester 4,Postgraduate,90,80.78,72.5,67,431,96.13,65.13,64.32,95.59,93.95,42.08,155,16,30.18,79.95,4.75,53.71,56.08,61.23,39.48,53.99,71.61,91.44,78.33,16,15.69,1.13,42.57,20,95.06,97.59,57.13,Good
14536,INST_04,Physics,COURSE_003,FAC_0480,Semester 2,Doctoral,22,67.36,50.26,145,35,56.77,55.46,42.39,96.09,78.03,86.36,149,5,24.48,60.95,4.53,48.28,97.7,50.39,77.44,88.48,65.12,89.11,70.27,19,33.99,1.2,98.53,10,67.67,52.57,46.68,Average
1657,INST_13,Electrical Engineering,COURSE_195,FAC_0550,Semester 3,Doctoral,81,58.88,80.2,83,388,53.79,49.94,41.79,26.2,42.86,48.38,152,8,8.98,64.93,1.75,47.64,86.66,80.93,90.48,46.03,79.24,65.17,50.9,1,100.88,2.1,51.25,1,71.78,95.4,97.38,Average
3458,INST_19,Economics,COURSE_149,FAC_0015,Semester 3,Undergraduate,143,59.86,70.4,88,323,69.55,80.35,91.97,39.56,28.84,96.51,162,12,12.05,41.58,3,50.68,51.74,78.06,41.42,97.83,63.06,89.01,42.09,30,109.39,1.63,96.2,4,57.96,98.99,63.06,Good
11161,INST_18,Electrical Engineering,COURSE_050,FAC_0532,Semester 4,Doctoral,28,82.11,35.79,117,166,87.56,46.33,76.31,32.57,83.64,55.52,175,61,23.26,39.68,4.73,51.68,92.82,56.89,56.4,65.18,68.75,54.17,75.92,3,14.56,1.33,38.68,49,93.63,96.12,40.98,Good
13106,INST_14,Electrical Engineering,COURSE_049,FAC_0045,Semester 4,Postgraduate,141,91.2,44.51,71,60,63.56,31.5,59.18,27.49,48.31,59.02,179,44,49.54,55.84,3.9,79.09,91.99,65.22,42.79,62.43,96.7,43.82,53.73,16,42.56,2.79,96.81,22,87.03,38.9,91.29,Poor
12111,INST_18,Biotechnology,COURSE_196,FAC_0423,Semester 1,Doctoral,53,78.31,72.92,46,37,77.55,34.26,81.52,69.13,74.48,51.99,174,61,64.75,26.1,2.88,44.59,97.15,48.31,89.09,67.25,79.31,69.56,48.33,17,61.3,3.95,54.75,10,70.88,42.54,54.69,Good
13180,INST_15,Electronics,COURSE_016,FAC_0188,Semester 1,Doctoral,151,92.01,74.08,149,130,55.89,96.81,75.7,56.6,82.49,65.44,11,70,40.54,91.17,3.01,40.69,52.8,50.21,92.57,95.03,97.53,74.3,96.37,1,101.65,4.68,20.43,20,59.2,89.22,58.34,Good
5140,INST_12,Computer Science,COURSE_168,FAC_0536,Semester 1,Undergraduate,122,96.31,78.33,81,311,53.99,39.16,55.25,29.92,67.32,42.14,264,21,42.53,94.06,2.27,66.32,43.21,35.35,45.17,83.8,88.94,33.92,99.19,20,101.78,2.85,44.59,6,71.19,84,74.14,Average
2909,INST_16,Biotechnology,COURSE_099,FAC_0334,Semester 4,Doctoral,47,92.4,94.21,8,221,50.07,74.59,61.25,63.01,58.17,61.55,129,48,46.73,94.83,2.68,44.22,54.89,59.17,61.93,42.74,87.5,24.86,61.52,17,50.42,4.52,21.81,3,72.78,56.64,69.6,Average
12443,INST_08,Electrical Engineering,COURSE_084,FAC_0010,Semester 3,Postgraduate,149,69.01,38.01,30,474,47.39,49.17,42.5,27.52,53.55,61.24,241,50,48.76,34.35,3.57,56.48,54.71,37.38,69.51,75.84,66.39,33.11,51.96,20,113.41,1.66,23.09,0,91.93,74.79,33.67,Poor
941,INST_19,Physics,COURSE_157,FAC_0006,Semester 2,Undergraduate,112,97.31,91.89,84,446,59.19,61.32,82.44,28.33,87.56,65.56,99,27,5.9,68.83,3.9,84.07,92.32,94.15,85.34,82.02,62.4,52.9,32.66,12,70.6,4.99,57.48,10,55.57,74.75,87.67,Good
9728,INST_19,Mathematics,COURSE_174,FAC_0421,Semester 1,Postgraduate,169,71.16,61.28,125,431,95.68,98.76,95.27,62.55,96.98,62.96,84,23,22.11,97.49,2.62,50.89,75.99,71.75,45.32,81.56,67.77,65.2,86.44,19,72.55,3.66,54.03,27,53.4,37.58,59.15,Good
8467,INST_11,Chemistry,COURSE_057,FAC_0150,Semester 3,Postgraduate,149,57.5,50.82,131,39,75.04,71.27,90.7,44.04,74.5,94.35,116,32,53.85,49.51,2.67,40.87,92.88,89.95,70.37,58.26,85.3,72.99,60.66,32,45.77,1.99,87.92,22,49.97,41.73,91.14,Average
12447,INST_04,Chemistry,COURSE_085,FAC_0600,Semester 3,Postgraduate,128,95.92,52.41,43,378,64.88,82.25,77.38,38.41,66.75,67.07,183,14,37.55,54.98,4.46,95.23,91.82,97.34,64.82,88.74,69.33,45.46,94.39,2,115.85,4.56,46.07,36,44.81,95.73,61.33,Good
7632,INST_08,Information Technology,COURSE_034,FAC_0501,Semester 4,Doctoral,172,67.69,43.77,57,478,89.45,63.91,71.19,92.09,40.42,41.92,102,12,53,54.39,1.85,51.61,74.24,41.03,76.57,67.74,80.76,79.79,39.44,35,101.78,3.71,95.3,43,46.67,91.33,53.96,Average
7970,INST_12,Physics,COURSE_111,FAC_0488,Semester 1,Undergraduate,108,74.03,78.63,121,447,99.56,76.73,75.95,74.16,75.02,68.3,99,12,8.47,54.89,2.32,93.33,97.83,93.78,47.21,65.37,79.36,36.6,65.89,12,55.01,2.09,73.11,25,72.64,38.9,56.06,Average
9569,INST_08,Mechanical Engineering,COURSE_158,FAC_0146,Semester 4,Doctoral,93,70.28,74.95,134,210,81.83,75.41,41.02,83.3,74.63,77.41,132,39,26.6,77.45,1.77,97.29,47.12,35.9,37.61,73.21,96.92,50.79,42.18,20,82.96,3.28,44.64,43,65.19,86.68,53.99,Average
4635,INST_20,Business Administration,COURSE_058,FAC_0427,Semester 4,Undergraduate,141,94.13,92.93,11,432,80.38,36.18,51.97,41.49,58.24,85.54,235,9,53.57,46.05,2.29,55.7,85.69,55.94,60.7,88.14,68.47,29.25,95.73,10,96.68,1.6,75.31,33,59.75,99.89,92.76,Good
8261,INST_11,Mechanical Engineering,COURSE_015,FAC_0067,Semester 1,Undergraduate,92,80.01,85.66,98,357,82.64,52.64,36.89,30.4,49.4,95.11,232,41,26.55,25.2,3.82,91.28,60.29,83.61,54.22,48.65,93.37,82.89,35.24,27,12.88,3.38,36.37,29,47.44,75.2,31.45,Average
7318,INST_13,Chemistry,COURSE_145,FAC_0352,Semester 2,Doctoral,39,60.82,55.1,32,219,75.9,84.28,33.21,83.35,42.43,55.68,80,72,5.3,83.59,3.52,43.07,67.74,51.18,85.86,63.2,74.73,65.22,92.34,20,18.92,2.08,97.13,47,64.12,79.85,82.41,Average
12302,INST_12,Information Technology,COURSE_052,FAC_0561,Semester 3,Undergraduate,67,77.21,56.98,99,52,91.06,76,46.21,25.47,83.74,57.41,20,36,46.77,79.28,3.87,53.52,50.89,88.44,68.69,47.66,67.82,98.46,89.76,3,2.58,1.03,28.19,6,59.97,79.77,64.9,Good
1401,INST_10,Biotechnology,COURSE_143,FAC_0023,Semester 1,Doctoral,66,94.31,65.2,123,375,58.4,51.89,68.73,84.99,78.14,87.69,115,32,19.64,56.95,2.56,85.06,86.49,71.46,47.14,43.39,93.34,28.32,39.09,14,45.03,1.6,74.06,11,69.87,69.4,33.5,Good
9704,INST_03,Mechanical Engineering,COURSE_062,FAC_0183,Semester 3,Postgraduate,28,70.97,60.15,36,322,90.12,41.16,50.06,28.78,42.67,44.31,72,58,37.92,30.32,2.55,93.82,50.75,85.18,52.06,50.14,66.44,82.88,60.77,21,67.54,1.7,65.24,30,47.56,99.74,37.77,Average
31,INST_07,Civil Engineering,COURSE_179,FAC_0532,Semester 4,Undergraduate,35,90.33,83.38,139,20,51.66,84.59,91.15,77.07,64.9,64.42,28,64,1.02,49.06,1.81,49.73,51.69,94.64,34.72,98.05,98.86,56.95,42.89,8,106.65,1.61,67.04,30,45.91,97.89,38.84,Good
6259,INST_18,Electronics,COURSE_063,FAC_0202,Semester 2,Undergraduate,59,83.57,69.88,44,467,75.16,87.24,98.03,41.39,89,75.09,230,13,67.51,35.32,4.81,53.21,98.91,79.56,90.44,72.76,76.95,49.63,62.77,2,59.17,2.91,49.35,18,78.59,37.28,30.61,Good
13322,INST_10,Economics,COURSE_041,FAC_0454,Semester 1,Postgraduate,66,70.89,41.79,141,267,99.49,93.39,48.47,33.76,58.5,52.19,177,38,30.71,53.56,3.64,76.75,51.92,97.8,98.38,64.19,84.13,36.84,56.13,2,80.11,1.71,91.6,17,42.77,84.99,74.71,Average
3678,INST_04,Civil Engineering,COURSE_118,FAC_0447,Semester 3,Postgraduate,38,58.44,48.7,56,122,93.89,71.09,80.17,30.06,46.45,49.6,241,57,35.76,78.49,3.79,56.15,79.42,61.97,31.35,87.92,89.09,85.51,79.73,34,98.94,1.11,96.66,25,91.08,57.75,43.24,Average
673,INST_01,Electronics,COURSE_054,FAC_0108,Semester 3,Postgraduate,56,83.87,36.36,60,207,52.32,83.53,67.04,31.29,59.64,44.36,262,18,9.49,67.36,1.12,81.95,50.28,75.62,38.57,65.08,86.72,41.46,35.02,15,38.51,4.61,66.15,42,80.42,57.99,59.26,Poor
