Teacher_ID,Institution_ID,Department,Academic_Rank,Qualification_Level,Employment_Type,Assessment_Year,Assessment_Round,Years_of_Experience,Teaching_Effectiveness_Score,Student_Feedback_Score,Peer_Evaluation_Score,Course_Completion_Rate,Curriculum_Innovation_Score,Teaching_Load_Hours_Per_Week,Digital_Teaching_Adoption_Score,Student_Outcome_Improvement_Score,Publication_Count,Journal_Quality_Index,Citation_Count,Research_Project_Count,Research_Funding_Amount_Lakh,Patent_Count,Conference_Presentation_Count,Research_Collaboration_Index,Training_Hours_Completed,Workshop_Participation_Count,Certification_Count,Faculty_Development_Program_Score,Lifelong_Learning_Index,Mentoring_Score,Academic_Service_Score,Committee_Participation_Count,Leadership_Role_Count,Institutional_Contribution_Score,Community_Extension_Score,Ethics_Compliance_Score,Punctuality_Score,Assessment_Submission_Timeliness,Absenteeism_Days,Student_Grievance_Count,Administrative_Compliance_Score,Teaching_Dimension_Score,Research_Dimension_Score,Professional_Development_Dimension_Score,Institutional_Service_Dimension_Score,Ethics_Reliability_Dimension_Score,Development_Quality_Score,Low_Development_Score,Moderate_Development_Score,High_Development_Score,Development_Quality_Level
TCH_06617,University_F,Management,Assistant Professor,Postdoctoral,Permanent,2024,Round_2,8,70.17,60.26,64.82,78.1,75.34,16.21,58.54,54.97,6,66.47,67.0,2,29.72,0,2,68.12,59.35,3,0,73.0,69.8,68.41,61.78,2,0,65.28,62.34,82.19,73.65,74.83,8,4,69.87,38.85,29.95,36.24,34.19,54.33,35.38,0.846,0.0,0.0,Improvement_Oriented
TCH_06618,University_D,Biotechnology,Assistant Professor,Postdoctoral,Contract,2023,Round_1,10,74.7,60.85,60.79,78.41,49.28,14.75,67.76,61.21,8,68.69,65.0,3,8.5,0,4,58.2,41.79,4,0,55.26,68.3,61.96,65.96,5,1,71.69,45.82,76.27,69.44,69.62,2,2,71.12,37.86,27.62,28.53,36.32,56.77,36.6,0.811,0.0,0.0,Improvement_Oriented
TCH_06619,University_C,Biotechnology,Assistant Professor,PhD,Permanent,2023,Round_1,5,76.65,66.77,71.91,79.92,80.21,6.71,66.76,77.59,9,70.85,82.0,4,26.14,1,4,74.23,73.48,4,2,70.86,77.77,78.2,72.3,3,0,70.98,62.16,90.29,76.25,75.94,4,5,82.66,53.33,38.99,45.99,41.79,64.85,50.7,0.409,0.228,0.0,Improvement_Oriented
TCH_06620,University_D,Education,Lecturer,PhD,Permanent,2021,Round_2,1,67.72,67.41,66.56,75.29,53.61,8.2,71.74,62.62,9,58.69,49.0,7,7.22,1,1,52.55,33.47,2,1,60.8,60.91,71.36,68.16,2,2,63.87,58.04,79.54,67.39,67.09,4,5,62.59,40.19,27.47,25.71,38.6,48.44,35.21,0.851,0.0,0.0,Improvement_Oriented
TCH_06621,University_D,Computer Science,Professor,PhD,Permanent,2022,Round_1,20,92.24,87.89,88.88,94.29,83.28,18.27,83.54,83.95,15,100.0,123.0,3,27.94,2,11,99.05,78.57,8,3,93.23,85.4,90.67,88.71,5,2,81.41,74.51,95.53,90.0,88.51,7,0,99.69,78.66,60.91,63.53,59.82,85.12,69.83,0.0,0.993,0.161,Moderate_Development
TCH_06622,University_C,Biotechnology,Lecturer,PhD,Permanent,2021,Round_2,8,57.31,65.52,62.59,71.03,54.11,11.71,45.09,59.76,6,51.14,49.0,1,5.03,0,3,49.25,35.94,4,1,62.11,52.24,65.43,56.72,5,0,49.87,49.62,77.19,68.66,70.48,10,2,78.79,27.29,17.63,26.43,28.7,52.77,29.63,1.0,0.0,0.0,Improvement_Oriented
TCH_06623,University_B,Chemistry,Lecturer,Postdoctoral,Contract,2021,Round_2,3,68.0,68.38,64.82,85.63,54.05,14.28,78.15,64.29,3,67.15,56.0,3,11.65,1,3,60.54,39.59,2,0,54.12,66.56,67.75,59.91,3,0,66.47,,81.53,67.93,73.64,4,4,73.72,45.55,26.53,24.57,32.97,56.25,37.38,0.789,0.0,0.0,Improvement_Oriented
TCH_06624,University_G,Electrical Engineering,Assistant Professor,PhD,Permanent,2025,Round_1,5,77.96,80.1,76.53,82.73,71.11,12.94,77.73,72.94,10,75.03,98.0,0,21.99,0,3,90.45,58.67,6,3,76.23,85.9,81.08,78.56,3,0,62.9,52.19,88.62,83.14,79.66,1,3,74.39,58.9,37.05,52.28,39.93,70.4,53.88,0.318,0.355,0.0,Improvement_Oriented
TCH_06625,University_C,Computer Science,Professor,Master,Permanent,2024,Round_1,16,73.52,86.03,70.96,78.41,66.26,18.43,72.01,75.66,9,52.93,94.0,5,,2,6,70.84,59.89,6,0,76.07,71.53,72.92,69.66,2,1,68.86,68.34,75.66,72.21,83.65,9,1,77.47,54.46,38.36,41.83,41.19,59.31,46.42,0.531,0.057,0.0,Improvement_Oriented
TCH_06626,University_H,Electrical Engineering,Assistant Professor,PhD,Permanent,2023,Round_1,10,78.57,,84.72,81.18,81.63,11.67,88.86,64.91,12,74.64,96.0,3,17.83,0,4,61.42,50.59,6,1,83.94,68.64,68.55,88.9,4,0,62.62,82.24,88.88,76.45,90.55,3,3,80.69,64.98,35.52,43.66,46.67,72.02,50.86,0.404,0.234,0.0,Improvement_Oriented
TCH_06627,University_C,Mechanical Engineering,Assistant Professor,PhD,Permanent,2021,Round_2,7,78.74,75.66,91.49,91.15,88.38,19.82,84.64,89.97,14,71.43,132.0,3,25.73,0,6,92.46,42.84,4,0,93.3,88.73,87.59,98.87,5,1,80.69,73.5,93.75,85.08,77.87,5,1,80.45,74.22,46.98,46.93,59.45,73.97,61.29,0.106,0.652,0.0,Moderate_Development
TCH_06628,University_F,English,Associate Professor,PhD,Permanent,2021,Round_1,11,87.5,92.44,94.7,98.4,86.85,17.3,84.79,84.16,14,86.6,112.0,3,25.58,0,10,89.14,63.78,9,1,96.97,99.58,90.9,87.55,4,0,79.05,83.35,90.62,84.72,98.6,2,2,88.26,82.49,50.21,63.93,56.55,82.5,68.34,0.0,0.934,0.111,Moderate_Development
TCH_06629,University_C,Management,Assistant Professor,Postdoctoral,Contract,2022,Round_2,4,68.6,71.59,74.65,88.8,64.82,12.46,74.05,75.6,12,78.54,63.0,3,20.27,1,2,65.36,65.05,8,2,76.43,66.06,73.61,70.81,2,1,71.07,72.7,81.18,81.9,87.29,6,5,68.51,54.21,35.39,47.77,43.15,60.45,48.71,0.465,0.148,0.0,Improvement_Oriented
TCH_06630,University_B,Education,Assistant Professor,PhD,Permanent,2022,Round_1,6,78.94,73.68,76.46,94.65,70.78,14.09,74.99,76.57,6,63.28,74.0,5,8.88,2,6,75.26,58.6,4,3,72.83,76.19,70.58,72.85,8,1,86.59,75.61,83.86,76.44,82.48,0,7,68.57,61.77,36.67,45.44,53.58,60.57,53.89,0.317,0.356,0.0,Improvement_Oriented
TCH_06631,University_F,Chemistry,Associate Professor,PhD,Permanent,2024,Round_2,5,88.95,86.77,89.06,90.41,90.88,18.93,91.7,83.64,15,85.83,104.0,4,13.46,2,5,64.83,65.37,5,3,79.36,96.84,82.53,75.78,7,1,91.06,62.55,91.1,83.65,83.36,2,7,90.31,79.56,45.07,56.61,54.69,71.12,65.21,0.0,0.808,0.007,Moderate_Development
TCH_06632,University_H,Management,Assistant Professor,PhD,Permanent,2023,Round_1,1,80.46,71.88,80.66,87.65,77.26,12.44,79.69,75.68,8,76.53,71.0,4,11.96,2,9,64.97,77.4,5,0,65.13,70.13,75.6,72.07,4,3,72.82,52.41,85.96,80.9,82.98,5,3,92.35,62.73,39.81,39.81,45.43,71.44,51.32,0.391,0.253,0.0,Improvement_Oriented
TCH_06633,University_A,Education,Professor,PhD,Permanent,2021,Round_2,17,76.8,72.13,60.23,79.29,67.53,14.5,77.83,61.88,6,62.39,76.0,3,24.15,1,5,59.11,41.84,4,1,61.42,61.66,65.87,64.9,2,2,49.94,40.44,81.04,71.68,67.08,4,2,69.82,47.56,32.42,30.3,29.07,56.78,37.78,0.778,0.0,0.0,Improvement_Oriented
TCH_06634,University_A,Management,Associate Professor,Master,Permanent,2025,Round_1,15,69.01,60.42,68.62,84.93,58.93,16.96,66.99,67.42,9,52.42,83.0,1,20.35,1,6,58.0,69.99,3,0,64.43,56.66,71.66,68.63,2,0,61.46,54.18,93.97,75.6,79.47,1,1,70.1,43.75,30.72,31.29,34.02,71.82,43.53,0.613,0.0,0.0,Improvement_Oriented
TCH_06635,University_D,Management,Associate Professor,PhD,Permanent,2022,Round_1,8,85.58,83.68,76.29,86.71,79.34,12.0,79.93,79.4,6,65.89,85.0,1,13.6,0,7,65.35,61.24,4,5,70.33,85.64,74.19,61.53,2,0,80.3,72.41,86.67,84.9,79.57,7,4,75.03,66.95,30.24,52.18,41.57,63.86,47.15,0.51,0.086,0.0,Improvement_Oriented
TCH_06636,University_G,Mathematics,Assistant Professor,Master,Permanent,2021,Round_2,5,71.77,93.53,77.58,87.46,86.6,17.98,88.2,87.22,10,83.48,73.0,3,21.1,1,9,84.76,68.91,4,5,94.12,94.44,88.4,91.38,7,1,79.67,72.18,95.68,94.34,83.15,6,4,81.35,71.41,44.32,63.65,59.36,74.81,60.66,0.124,0.626,0.0,Moderate_Development
TCH_06637,University_D,English,Professor,PhD,Permanent,2025,Round_2,21,79.27,68.33,72.76,75.65,55.6,44.4936500777549,61.84,58.83,9,63.24,99.0,4,15.87,0,3,50.91,52.21955204623066,1,0,57.33,66.56,64.04,60.14,4,1,64.59,69.28,95.88,74.02,75.02,8,7,73.74,42.62,30.33,21.68,37.72,57.63,36.98,0.801,0.0,0.0,Improvement_Oriented
TCH_06638,University_B,Physics,Associate Professor,PhD,Permanent,2021,Round_2,10,66.17,64.13,53.99,71.17,56.88,17.36,52.47,57.71,8,53.18,53.0,1,9.62,0,2,45.86,37.28,6,2,54.8,54.9,68.08,50.58,0,1,60.55,59.62,78.98,66.5,72.39,4,6,64.88,28.94,18.94,29.95,29.16,48.88,31.0,0.971,0.0,0.0,Improvement_Oriented
TCH_06639,University_E,Education,Assistant Professor,PhD,Permanent,2024,Round_2,1,86.38,,71.55,77.77,71.62,16.05,71.86,73.66,5,69.75,58.0,5,28.08,2,4,61.16,48.86,6,3,69.76,78.99,75.81,70.98,4,0,82.94,89.66,84.26,74.33,94.88,3,3,76.41,54.28,36.04,46.33,50.81,69.4,51.45,0.387,0.258,0.0,Improvement_Oriented
TCH_06640,University_H,Chemistry,Assistant Professor,PhD,Visiting,2024,Round_2,7,90.0,85.29,89.37,100.0,84.83,19.08,100.0,100.0,9,100.0,106.0,10,33.03,2,7,85.34,88.82,10,4,93.14,94.03,82.62,84.73,9,0,87.76,79.51,95.95,97.37,99.49,1,0,92.13,87.61,58.73,72.77,60.2,94.04,74.36,0.0,0.826,0.312,Moderate_Development
TCH_06641,University_G,Computer Science,Assistant Professor,PhD,Permanent,2025,Round_2,15,89.84,92.3,89.69,98.65,98.25,13.36,93.39,89.53,19,82.42,125.0,8,36.98,1,7,100.0,80.68,4,4,79.88,96.85,90.62,90.45,7,2,81.27,86.67,99.61,91.29,86.21,1,1,84.51,87.44,61.55,60.16,64.92,85.82,71.04,0.0,0.958,0.201,Moderate_Development
TCH_06642,University_H,Management,Associate Professor,PhD,Contract,2022,Round_1,6,79.49,79.4,90.25,100.0,91.58,14.32,73.05,83.12,18,70.86,93.0,1,28.14,0,8,68.92,49.66,11,0,78.53,75.89,88.0,80.76,7,0,73.79,62.22,94.27,87.19,88.16,3,2,82.24,74.19,41.89,48.83,51.34,79.0,59.12,0.168,0.565,0.0,Moderate_Development
TCH_06643,University_A,Management,Professor,PhD,Contract,2024,Round_2,23,91.03,78.46,95.22,83.08,84.54,17.02,86.5,76.88,13,89.35,113.0,1,32.64,1,5,76.45,69.45,5,2,81.59,86.48,75.72,80.23,10,1,81.16,74.28,93.66,85.87,87.85,6,1,84.76,73.16,46.36,52.69,57.21,77.82,62.19,0.08,0.688,0.0,Moderate_Development
TCH_06644,University_D,Education,Associate Professor,PhD,Permanent,2022,Round_1,3,88.78,92.34,86.02,92.0,73.77,11.37,79.11,86.8,11,85.7,100.0,2,9.68,0,7,89.08,69.12,5,2,82.43,91.16,82.96,89.24,6,1,75.54,83.91,86.66,85.96,88.49,4,3,81.6,74.98,41.48,54.39,57.87,72.88,57.67,0.209,0.507,0.0,Moderate_Development
TCH_06645,University_H,Mechanical Engineering,Associate Professor,PhD,Permanent,2025,Round_2,16,84.19,82.74,81.35,96.08,83.96,8.75,72.62,88.96,8,82.11,106.0,2,13.21,1,6,66.36,,4,2,80.85,88.03,82.99,88.3,5,0,90.04,59.74,97.5,84.46,77.42,8,4,89.31,72.4,38.12,50.17,53.29,71.22,51.89,0.375,0.276,0.0,Improvement_Oriented
TCH_06646,University_A,Physics,Assistant Professor,PhD,Contract,2025,Round_2,1,88.14,88.27,76.17,85.67,64.37,16.28,83.68,82.58,14,83.34,72.0,5,13.2,2,7,86.09,61.05,6,5,74.54,79.01,90.4,78.32,6,1,71.79,51.04,93.55,83.23,94.73,5,0,82.31,67.15,47.36,53.97,49.08,80.64,56.74,0.236,0.47,0.0,Moderate_Development
TCH_06647,University_B,Management,Associate Professor,PhD,Permanent,2021,Round_2,12,76.81,75.12,86.32,82.36,87.8,7.3,73.1,90.85,10,70.61,106.0,4,11.13,1,9,67.91,75.53,8,2,72.22,81.58,79.6,78.72,11,2,76.7,81.81,90.11,87.1,91.35,6,2,89.14,66.49,40.83,53.33,61.09,77.64,60.87,0.118,0.635,0.0,Moderate_Development
TCH_06648,University_B,Biotechnology,Professor,PhD,Permanent,2025,Round_2,20,88.63,84.29,84.07,88.33,89.2,13.48,92.29,85.55,16,91.4,117.0,3,20.63,0,5,97.79,77.16,6,5,99.35,89.39,82.35,84.54,6,2,77.13,98.79,89.2,93.61,90.44,2,2,89.48,77.06,49.45,67.77,61.84,82.48,65.86,0.0,0.834,0.029,Moderate_Development
TCH_06649,University_E,Mathematics,Assistant Professor,PhD,Permanent,2021,Round_2,9,82.41,93.46,87.16,92.75,85.5,12.91,85.67,87.32,12,84.99,112.0,3,13.3,2,3,88.87,69.43,6,3,86.47,83.85,80.69,100.0,6,3,76.63,67.45,95.76,92.67,84.27,3,1,87.05,78.04,45.78,56.67,59.96,82.99,62.57,0.069,0.703,0.0,Moderate_Development
TCH_06650,University_H,Electrical Engineering,Assistant Professor,PhD,Visiting,2022,Round_1,10,95.4,87.3,92.3,91.65,96.31,11.17,90.35,88.77,15,84.49,105.0,6,19.56,1,7,87.42,57.75,8,3,74.78,80.23,92.49,84.43,3,4,84.35,84.58,96.07,75.23,92.84,3,3,94.07,84.83,50.99,52.51,63.41,79.49,67.22,0.0,0.889,0.074,Moderate_Development
TCH_06651,University_E,Mathematics,Assistant Professor,Postdoctoral,Permanent,2021,Round_1,4,78.9,84.33,81.03,88.51,61.48,21.37,61.27,75.45,12,61.75,69.0,2,23.93,1,4,85.65,66.29,3,2,71.03,62.76,90.92,76.89,4,1,78.61,65.52,87.03,70.05,81.11,1,2,78.56,58.19,37.56,38.61,51.61,68.5,49.52,0.442,0.181,0.0,Improvement_Oriented
TCH_06652,University_F,Physics,Assistant Professor,PhD,Permanent,2022,Round_2,3,72.89,68.06,64.15,70.94,48.59,19.11,57.25,65.37,6,64.7,66.0,2,15.0,1,5,52.03,48.89,1,1,51.53,67.87,54.29,62.3,1,0,67.93,57.27,76.17,90.84,77.94,6,2,72.28,35.91,28.14,26.51,29.11,63.36,37.87,0.775,0.0,0.0,Improvement_Oriented
TCH_06653,University_G,Biotechnology,Associate Professor,PhD,Contract,2024,Round_1,9,83.65,85.66,79.58,85.62,69.58,10.67,80.9,77.08,5,69.11,82.0,2,13.3,0,2,61.23,63.66,4,0,62.24,68.56,79.04,78.07,5,0,62.36,65.05,84.51,75.62,75.12,3,0,85.27,65.17,26.73,34.64,44.01,70.32,46.98,0.515,0.079,0.0,Improvement_Oriented
TCH_06654,University_H,Mathematics,Professor,PhD,Permanent,2022,Round_1,18,80.78,78.93,69.13,78.85,75.37,14.52,69.44,76.11,8,61.0,89.0,4,3.64,0,4,63.45,50.42,6,1,78.13,76.2,56.77,61.81,2,1,63.11,61.84,76.29,68.84,69.51,3,3,70.37,55.7,29.02,44.28,32.15,54.11,39.02,0.742,0.0,0.0,Improvement_Oriented
TCH_06655,University_B,Electrical Engineering,Assistant Professor,PhD,Permanent,2023,Round_2,6,83.29,87.21,90.46,88.14,92.75,15.55,86.79,86.55,7,75.74,88.0,1,17.8,1,2,78.65,47.94,5,1,70.22,86.44,73.22,75.7,7,5,92.91,82.09,87.36,96.58,83.01,8,7,81.91,77.6,34.35,43.37,63.58,66.08,57.68,0.209,0.507,0.0,Moderate_Development
TCH_06656,University_D,Computer Science,Assistant Professor,PhD,Permanent,2021,Round_2,7,84.72,77.25,79.6,81.88,88.64,14.62,75.01,81.05,9,74.91,89.0,5,10.91,0,7,79.23,63.5,8,1,85.91,79.05,71.15,95.35,5,3,85.64,62.71,90.1,82.47,79.84,8,1,82.47,65.46,38.99,52.57,56.46,70.2,55.4,0.274,0.416,0.0,Moderate_Development
TCH_06657,University_A,English,Associate Professor,PhD,Contract,2024,Round_2,9,90.2,77.78,89.46,90.39,75.93,8.48,82.82,79.62,11,74.09,97.0,5,28.01,0,11,74.41,73.36,2,1,82.06,74.94,87.15,74.06,4,1,84.79,86.19,98.4,86.64,85.57,1,3,91.57,71.74,45.82,43.82,55.94,82.84,62.58,0.069,0.703,0.0,Moderate_Development
TCH_06658,University_C,Computer Science,Professor,PhD,Permanent,2022,Round_1,22,80.98,74.74,80.64,87.66,95.96,13.61,94.79,79.49,15,80.45,122.0,3,25.94,1,6,75.64,84.47,5,3,79.22,80.71,78.33,69.6,3,1,82.15,81.39,92.72,79.62,85.96,8,3,90.76,71.81,47.56,54.78,49.77,72.06,61.63,0.096,0.665,0.0,Moderate_Development
TCH_06659,University_E,English,Assistant Professor,PhD,Contract,2025,Round_2,8,87.73,95.04,94.34,88.8,96.47,11.35,100.0,96.96,21,90.39,95.0,5,44.35,1,6,78.53,73.93,11,6,92.62,94.62,96.81,100.0,9,2,95.02,85.54,96.96,90.96,95.89,2,4,87.17,88.52,56.02,75.48,74.16,83.41,76.37,0.0,0.745,0.379,Moderate_Development
TCH_06660,University_C,Mechanical Engineering,Assistant Professor,PhD,Visiting,2021,Round_1,15,85.37,83.45,87.71,88.67,72.43,14.92,92.87,89.56,15,81.52,98.0,4,9.45,0,6,74.06,80.12,2,2,74.82,82.66,89.06,64.91,6,0,83.54,73.16,93.75,89.92,88.67,3,3,97.79,74.85,41.13,47.29,51.46,82.96,59.81,0.148,0.592,0.0,Moderate_Development
TCH_06661,University_H,Mechanical Engineering,Assistant Professor,Master,Permanent,2022,Round_1,11,89.79,77.16,84.05,88.46,76.1,12.09,89.32,91.79,12,95.41,94.0,4,26.99,0,6,87.09,68.65,5,4,83.14,80.94,87.4,86.94,3,3,85.34,87.71,93.01,88.32,87.12,1,2,91.15,73.89,47.35,55.24,61.94,82.73,63.17,0.052,0.727,0.0,Moderate_Development
TCH_06662,University_D,Mechanical Engineering,Assistant Professor,Postdoctoral,Permanent,2024,Round_2,8,94.55,88.17,98.21,91.88,98.73,8.64,85.16,96.61,16,89.91,107.0,5,13.08,2,4,82.37,54.52,2,0,85.01,93.97,93.63,88.04,6,5,76.56,90.87,82.5,84.5,94.6,2,2,86.16,87.67,49.58,45.49,68.82,76.88,69.34,0.0,0.974,0.145,Moderate_Development
TCH_06663,University_E,Mathematics,Professor,Postdoctoral,Contract,2025,Round_1,19,84.57,77.25,71.04,89.92,64.01,9.49,61.85,85.6,8,77.55,120.0,2,10.64,0,2,63.0,58.48,1,1,82.2,82.82,77.59,79.7,4,2,72.19,74.41,89.04,84.68,88.67,6,10,74.43,58.9,32.52,42.42,50.79,60.11,49.76,0.435,0.19,0.0,Improvement_Oriented
TCH_06664,University_C,Mechanical Engineering,Assistant Professor,PhD,Permanent,2021,Round_1,1,71.37,73.15,73.1,84.49,63.58,18.4,66.88,75.06,12,63.13,56.0,4,20.27,0,3,61.43,39.8,3,1,70.29,70.56,80.7,51.24,3,1,73.8,78.12,87.39,77.67,71.72,8,2,73.34,51.41,30.99,34.17,43.08,60.76,40.22,0.708,0.0,0.0,Improvement_Oriented
TCH_06665,University_G,English,Associate Professor,PhD,Permanent,2024,Round_2,5,75.8,75.64,71.59,82.89,79.6,16.32,80.39,79.73,7,60.21,86.0,2,22.87,0,5,58.02,56.07,1,1,68.18,73.87,71.7,76.95,4,1,64.41,72.08,79.73,89.7,85.15,6,3,80.47,59.85,29.93,34.82,44.45,67.91,47.89,0.489,0.116,0.0,Improvement_Oriented
TCH_06666,University_D,Computer Science,Associate Professor,Postdoctoral,Permanent,2025,Round_2,14,83.08,95.13,86.75,94.37,85.65,11.92,74.4,90.01,8,100.0,119.0,5,27.54,1,8,69.51,69.98,9,0,97.38,76.9,81.97,73.99,6,3,74.49,79.49,100.0,79.69,95.52,6,1,90.93,77.07,49.69,55.88,55.96,82.93,63.17,0.052,0.727,0.0,Moderate_Development
TCH_06667,University_A,Education,Assistant Professor,PhD,Contract,2023,Round_2,6,83.15,83.93,85.85,87.08,91.33,12.05,77.7,79.85,9,79.89,103.0,4,10.93,1,9,82.59,60.13,8,1,83.44,79.55,72.05,72.95,2,1,83.06,81.21,92.41,83.53,81.45,9,3,78.86,71.03,44.13,51.37,48.08,67.44,57.4,0.217,0.496,0.0,Moderate_Development
TCH_06668,University_G,Management,Assistant Professor,Postdoctoral,Permanent,2025,Round_1,2,75.57,66.74,70.82,80.68,70.92,16.63,62.52,72.43,10,81.79,67.0,5,20.46,2,5,69.57,57.52,3,1,78.66,66.57,80.08,70.86,2,1,66.84,68.52,80.3,78.82,81.42,6,7,83.58,48.86,41.97,38.61,42.91,58.78,49.51,0.443,0.18,0.0,Improvement_Oriented
TCH_06669,University_D,English,Professor,PhD,Permanent,2021,Round_2,19,87.01,88.34,88.98,96.62,97.47,38.850298100776,88.6,89.63,14,75.4,139.0,6,24.69,0,6,100.0,71.36,10,2,100.0,81.63,84.84,99.1,5,0,83.67,86.67,100.0,91.84,91.2,6,2,94.0,83.51,51.97,63.78,60.71,84.99,65.97,0.0,0.839,0.032,Moderate_Development
TCH_06670,University_F,Computer Science,Associate Professor,PhD,Permanent,2023,Round_2,9,74.83,83.5,87.69,86.63,60.24,12.37,73.69,75.37,8,86.01,89.0,6,10.48,0,3,77.1,45.9,4,1,85.87,81.79,90.5,77.41,3,0,78.75,75.13,87.79,95.12,82.05,7,4,83.24,60.73,38.1,44.97,51.04,70.88,53.35,0.333,0.334,0.0,Improvement_Oriented
TCH_06671,University_E,Computer Science,Associate Professor,Master,Permanent,2022,Round_1,11,90.3,79.61,86.65,87.3,79.64,12.99,78.4,96.53,10,76.49,125.0,4,12.45,0,7,75.54,74.56,5,5,76.41,79.42,81.3,85.98,7,1,85.67,84.0,87.3,83.22,78.36,2,1,81.63,74.22,41.45,55.75,60.2,73.47,58.83,0.176,0.553,0.0,Moderate_Development
TCH_06672,University_B,Management,Associate Professor,PhD,Permanent,2023,Round_1,8,93.66,90.15,95.38,88.19,89.64,11.21,95.61,81.4,12,81.38,83.0,7,11.96,2,10,85.66,146.43327208226466,7,2,88.61,79.92,89.8,85.49,3,0,93.27,95.44,97.98,87.66,82.99,8,2,88.19,82.86,50.46,55.68,60.86,76.72,67.59,0.0,0.904,0.086,Moderate_Development
TCH_06673,University_A,Biotechnology,Professor,PhD,Permanent,2023,Round_2,22,63.18,73.27,75.55,82.76,76.35,14.31,68.26,78.75,11,61.78,101.0,3,30.99,0,10,73.79,34.47,4,0,67.89,67.38,73.04,50.43,6,0,64.17,52.09,85.0,75.65,76.66,4,5,83.04,52.97,42.0,30.8,34.28,62.61,42.1,0.654,0.0,0.0,Improvement_Oriented
TCH_06674,University_H,Education,Assistant Professor,PhD,Permanent,2023,Round_1,4,71.25,72.92,59.93,80.75,51.82,24.7,69.77,67.21,6,64.36,55.0,1,2.2,0,3,51.47,45.05,3,2,60.21,79.45,59.46,63.93,5,0,67.87,34.94,71.93,67.75,68.84,7,6,66.57,42.88,20.22,36.87,30.19,42.97,36.84,0.805,0.0,0.0,Improvement_Oriented
TCH_06675,University_G,Biotechnology,Assistant Professor,PhD,Permanent,2025,Round_2,9,100.0,95.89,86.1,89.18,93.26,10.6,91.24,94.26,10,97.44,108.0,5,17.46,0,6,89.78,69.28,8,4,83.91,92.64,81.86,89.58,6,3,90.09,89.83,100.0,94.29,94.15,4,0,100.0,86.67,47.3,63.35,65.89,92.93,68.93,0.0,0.957,0.131,Moderate_Development
TCH_06676,University_G,Biotechnology,Assistant Professor,PhD,Permanent,2023,Round_1,4,65.02,55.89,60.18,67.85,51.07,12.77,55.17,65.4,0,53.99,35.0,1,9.25,0,2,25.33,24.62,5,0,50.2,39.3,66.45,47.5,4,0,54.3,36.33,76.81,65.08,48.21,10,6,55.08,28.54,10.13,15.95,23.87,31.81,24.42,1.0,0.0,0.0,Improvement_Oriented
TCH_06677,University_C,Computer Science,Assistant Professor,Postdoctoral,Permanent,2023,Round_1,6,91.51,79.95,77.26,80.7,73.65,7.31,77.34,81.47,11,78.51,87.0,3,13.0,0,10,70.32,,4,2,82.73,78.74,85.99,79.34,8,2,70.99,92.05,95.58,77.58,76.07,3,0,75.15,64.71,39.68,48.94,60.61,73.29,58.19,0.195,0.528,0.0,Moderate_Development
TCH_06678,University_E,Electrical Engineering,Assistant Professor,Master,Contract,2022,Round_1,5,88.74,75.67,81.79,92.55,85.52,14.64,81.15,84.37,10,76.67,92.0,1,20.84,0,11,79.98,81.08,6,1,69.57,78.92,88.62,71.28,4,1,63.28,74.2,90.77,78.3,85.43,1,3,79.86,72.08,41.32,47.98,47.7,73.24,55.87,0.261,0.435,0.0,Moderate_Development
TCH_06679,University_H,Chemistry,Professor,PhD,Permanent,2023,Round_2,17,82.12,87.76,91.93,88.45,87.63,9.24,86.86,83.95,11,85.05,121.0,2,36.3,0,4,81.72,63.03,7,1,86.97,97.66,86.78,81.87,6,2,85.56,79.77,96.25,87.76,85.93,4,1,90.15,76.28,44.97,57.45,60.31,82.22,64.23,0.022,0.769,0.0,Moderate_Development
TCH_06680,University_B,English,Professor,PhD,Permanent,2025,Round_1,12,77.82,71.79,79.48,75.25,67.65,8.53,72.12,74.03,10,61.27,81.0,2,9.32,0,4,60.33,49.63,3,0,75.14,69.97,77.94,70.94,4,0,68.11,64.84,84.52,70.97,78.11,0,3,72.15,53.33,28.24,35.22,42.3,64.28,41.59,0.669,0.0,0.0,Improvement_Oriented
TCH_06681,University_D,Mathematics,Assistant Professor,PhD,Permanent,2024,Round_1,10,78.39,77.52,87.24,89.45,77.52,7.17,83.76,98.33,17,91.03,119.0,2,12.08,1,8,86.74,77.26,4,4,100.0,88.95,84.77,91.16,5,1,78.75,73.47,87.24,83.74,96.41,3,3,88.56,72.53,49.79,63.18,56.31,77.82,65.31,0.0,0.812,0.01,Moderate_Development
TCH_06682,University_B,Biotechnology,Assistant Professor,PhD,Contract,2024,Round_1,8,69.79,64.79,65.04,84.5,70.77,17.15,54.71,74.41,5,57.15,59.0,5,16.92,1,4,57.3,54.74,2,0,51.98,67.56,67.74,49.42,1,0,51.87,59.03,76.43,87.24,71.14,4,1,76.79,45.04,29.01,26.93,25.88,64.49,38.19,0.766,0.0,0.0,Improvement_Oriented
TCH_06683,University_E,Mechanical Engineering,Assistant Professor,Master,Contract,2025,Round_2,3,78.1,77.51,81.03,91.9,73.74,11.75,76.73,77.9,6,75.55,64.0,3,23.3,1,3,67.87,53.46,5,1,85.7,66.59,72.84,82.46,5,1,80.22,65.29,83.96,75.58,80.97,3,0,74.89,64.13,33.66,42.72,49.61,68.92,53.91,0.317,0.356,0.0,Improvement_Oriented
